Match Day,Match Date (UTC),Match Time(New York),Match Time(London),Match Time(Moscow),Match Time(Dubai),Match Time(Shanghai),Fixture,Stadium,Home Team,Home Goal,Away Goal,Away Team,Win %,Draw %,Loss %,Projected Home Goal,Projected Away Goal,Last Update Time,Stage,Status,Match Time(Chicago),Match Time(Albuqerque),Match Time(San Francisco),Result
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Real Madrid vs Real Sociedad,Santiago Bernabéu,Real Madrid,3.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,H
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Real Oviedo vs Athletic Club,Carlos Tartiere,Real Oviedo,0.0,1.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,A
24,2026-02-15,2026-02-15 15:00:00,2026-02-15 20:00:00,2026-02-15 23:00:00,2026-02-16 00:00:00,2026-02-16 04:00:00,Sevilla FC vs Deportivo Alavés,Ramón Sánchez-Pizjuán,Sevilla FC,0.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-15 14:00:00,2026-02-15 13:00:00,2026-02-15 12:00:00,D
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Athletic Club vs Elche CF,San Mamés,Athletic Club,4.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Atlético de Madrid vs RCD Espanyol,Riyadh Air Metropolitano,Atlético de Madrid,3.0,1.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,CA Osasuna vs Real Madrid,El Sadar,CA Osasuna,3.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Deportivo Alavés vs Girona FC,Mendizorroza,Deportivo Alavés,3.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,FC Barcelona vs Levante UD,Spotify Camp Nou,FC Barcelona,3.0,0.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Getafe CF vs Sevilla FC,Estadio Coliseum,Getafe CF,3.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,RC Celta vs RCD Mallorca,Estadio Abanca-Balaídos,RC Celta,0.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,D
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Real Betis vs Rayo Vallecano,Estadio La Cartuja de Sevilla,Real Betis,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Real Sociedad vs Real Oviedo,Estadio Municipal de Anoeta,Real Sociedad,4.0,2.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
25,2026-02-22,2026-02-22 15:00:00,2026-02-22 20:00:00,2026-02-22 23:00:00,2026-02-23 00:00:00,2026-02-23 04:00:00,Villarreal CF vs Valencia CF,Estadio de la Cerámica,Villarreal CF,7.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-02-22 14:00:00,2026-02-22 13:00:00,2026-02-22 12:00:00,H
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Elche CF vs RCD Espanyol,Martínez Valero,Elche CF,0.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,D
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,FC Barcelona vs Villarreal CF,Spotify Camp Nou,FC Barcelona,2.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,H
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Girona FC vs RC Celta,Municipal de Montilivi,Girona FC,4.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,H
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Levante UD vs Deportivo Alavés,Ciutat de Valencia,Levante UD,1.0,8.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,A
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,RCD Mallorca vs Real Sociedad,Estadi Mallorca Son Moix,RCD Mallorca,1.0,1.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,D
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Rayo Vallecano vs Athletic Club,Estadio de Vallecas,Rayo Vallecano,0.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,D
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Real Betis vs Sevilla FC,Estadio La Cartuja de Sevilla,Real Betis,2.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,H
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Real Madrid vs Getafe CF,Santiago Bernabéu,Real Madrid,3.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,H
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Real Oviedo vs Atlético de Madrid,Carlos Tartiere,Real Oviedo,1.0,1.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,D
26,2026-03-01,2026-03-01 15:00:00,2026-03-01 20:00:00,2026-03-01 23:00:00,2026-03-02 00:00:00,2026-03-02 04:00:00,Valencia CF vs CA Osasuna,Mestalla,Valencia CF,0.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-01 14:00:00,2026-03-01 13:00:00,2026-03-01 12:00:00,D
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Athletic Club vs FC Barcelona,San Mamés,Athletic Club,2.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Atlético de Madrid vs Real Sociedad,Riyadh Air Metropolitano,Atlético de Madrid,0.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,D
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,CA Osasuna vs RCD Mallorca,El Sadar,CA Osasuna,2.0,1.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Getafe CF vs Real Betis,Estadio Coliseum,Getafe CF,2.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Levante UD vs Girona FC,Ciutat de Valencia,Levante UD,2.0,2.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,D
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,RC Celta vs Real Madrid,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,RCD Espanyol vs Real Oviedo,RCDE Stadium,RCD Espanyol,1.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Sevilla FC vs Rayo Vallecano,Ramón Sánchez-Pizjuán,Sevilla FC,0.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,D
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Valencia CF vs Deportivo Alavés,Mestalla,Valencia CF,0.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,D
27,2026-03-08,2026-03-08 14:00:00,2026-03-08 18:00:00,2026-03-08 21:00:00,2026-03-08 22:00:00,2026-03-09 02:00:00,Villarreal CF vs Elche CF,Estadio de la Cerámica,Villarreal CF,1.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-08 13:00:00,2026-03-08 12:00:00,2026-03-08 11:00:00,H
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Atlético de Madrid vs Getafe CF,Riyadh Air Metropolitano,Atlético de Madrid,3.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,H
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Deportivo Alavés vs Villarreal CF,Mendizorroza,Deportivo Alavés,0.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,D
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,FC Barcelona vs Sevilla FC,Spotify Camp Nou,FC Barcelona,1.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,H
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Girona FC vs Athletic Club,Municipal de Montilivi,Girona FC,0.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,D
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,RCD Mallorca vs RCD Espanyol,Estadi Mallorca Son Moix,RCD Mallorca,0.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,D
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Rayo Vallecano vs Levante UD,Estadio de Vallecas,Rayo Vallecano,2.0,2.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,D
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Real Betis vs RC Celta,Estadio La Cartuja de Sevilla,Real Betis,2.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,H
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Real Madrid vs Elche CF,Santiago Bernabéu,Real Madrid,2.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,H
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Real Oviedo vs Valencia CF,Carlos Tartiere,Real Oviedo,1.0,1.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,D
28,2026-03-15,2026-03-15 14:00:00,2026-03-15 18:00:00,2026-03-15 21:00:00,2026-03-15 22:00:00,2026-03-16 02:00:00,Real Sociedad vs CA Osasuna,Estadio Municipal de Anoeta,Real Sociedad,2.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-15 13:00:00,2026-03-15 12:00:00,2026-03-15 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Athletic Club vs Real Betis,San Mamés,Athletic Club,3.0,0.0,Real Betis,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,CA Osasuna vs Girona FC,El Sadar,CA Osasuna,2.0,0.0,Girona FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Elche CF vs RCD Mallorca,Martínez Valero,Elche CF,1.0,0.0,RCD Mallorca,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,FC Barcelona vs Rayo Vallecano,Spotify Camp Nou,FC Barcelona,1.0,0.0,Rayo Vallecano,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Levante UD vs Real Oviedo,Ciutat de Valencia,Levante UD,4.0,0.0,Real Oviedo,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,RC Celta vs Deportivo Alavés,Estadio Abanca-Balaídos,RC Celta,2.0,0.0,Deportivo Alavés,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,RCD Espanyol vs Getafe CF,RCDE Stadium,RCD Espanyol,0.0,0.0,Getafe CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,D
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Real Madrid vs Atlético de Madrid,Santiago Bernabéu,Real Madrid,2.0,0.0,Atlético de Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Sevilla FC vs Valencia CF,Ramón Sánchez-Pizjuán,Sevilla FC,2.0,0.0,Valencia CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,H
29,2026-03-22,2026-03-22 14:00:00,2026-03-22 18:00:00,2026-03-22 21:00:00,2026-03-22 22:00:00,2026-03-23 02:00:00,Villarreal CF vs Real Sociedad,Estadio de la Cerámica,Villarreal CF,0.0,0.0,Real Sociedad,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-03-22 13:00:00,2026-03-22 12:00:00,2026-03-22 11:00:00,D
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Atlético de Madrid vs FC Barcelona,Riyadh Air Metropolitano,Atlético de Madrid,0.0,0.0,FC Barcelona,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,D
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Deportivo Alavés vs CA Osasuna,Mendizorroza,Deportivo Alavés,0.0,0.0,CA Osasuna,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,D
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Getafe CF vs Athletic Club,Estadio Coliseum,Getafe CF,1.0,0.0,Athletic Club,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Girona FC vs Villarreal CF,Municipal de Montilivi,Girona FC,2.0,0.0,Villarreal CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,RCD Mallorca vs Real Madrid,Estadi Mallorca Son Moix,RCD Mallorca,3.0,0.0,Real Madrid,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Rayo Vallecano vs Elche CF,Estadio de Vallecas,Rayo Vallecano,3.0,0.0,Elche CF,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Real Betis vs RCD Espanyol,Estadio La Cartuja de Sevilla,Real Betis,1.0,0.0,RCD Espanyol,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Real Oviedo vs Sevilla FC,Carlos Tartiere,Real Oviedo,1.0,0.0,Sevilla FC,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Real Sociedad vs Levante UD,Estadio Municipal de Anoeta,Real Sociedad,0.0,1.0,Levante UD,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,A
30,2026-04-05,2026-04-05 14:00:00,2026-04-05 19:00:00,2026-04-05 21:00:00,2026-04-05 22:00:00,2026-04-06 02:00:00,Valencia CF vs RC Celta,Mestalla,Valencia CF,1.0,0.0,RC Celta,0.0,0.0,0.0,0.0,0.0,2025-09-20 08:15:55,REGULAR_SEASON,SCHEDULED,2026-04-05 13:00:00,2026-04-05 12:00:00,2026-04-05 11:00:00,H
